segmentnr	original	folio	analyzed
PA_pv_1:0.1	Petavatthu	0	
PA_pv_1:0.2	Uragavagga	0	
PA_pv_1:0.3	1. Khettūpamapetavatthu	0	
PA_pv_1:1.1	Namo tassa Bhagavato Arahato Sammāsambuddhassa.	1	
PA_pv_1:2.1	“Khettūpamā arahanto,	2	
PA_pv_1:2.2	dāyakā kassakūpamā;	2	
PA_pv_1:2.3	Bījūpamaṁ deyyadhammaṁ,	2	
PA_pv_1:2.4	etto nibbattate phalaṁ.	2	
PA_pv_1:3.1	Etaṁ bījaṁ kasi khettaṁ,	3	
PA_pv_1:3.2	petānaṁ dāyakassa ca;	3	
PA_pv_1:3.3	Taṁ petā paribhuñjanti,	3	
PA_pv_1:3.4	dātā puññena vaḍḍhati.	3	
PA_pv_1:4.1	Idheva kusalaṁ katvā,	4	
PA_pv_1:4.2	Pete ca paṭipūjiya;	4	
PA_pv_1:4.3	Saggañca kamatiṭṭhānaṁ,	4	
PA_pv_1:4.4	Kammaṁ katvāna bhaddakan”ti.	4	
PA_pv_1:5.1	Khettūpamapetavatthu paṭhamaṁ.	5	
