segmentnr	original	folio	analyzed
PA_cnd_22:0.1	Cūḷaniddesa	0	
PA_cnd_22:0.2	Pārāyanavagganiddesa	0	
PA_cnd_22:0.3	18. Pārāyanānugītigāthāniddesa	0	
PA_cnd_22:1.1	Pārāyanamanugāyissaṁ,	1	
PA_cnd_22:1.2	(iccāyasmā piṅgiyo)	1	
PA_cnd_22:1.3	Yathāddakkhi tathākkhāsi;	1	
PA_cnd_22:1.4	Vimalo bhūrimedhaso,	1	
PA_cnd_22:1.5	Nikkāmo nibbano nāgo;	1	
PA_cnd_22:1.6	Kissa hetu musā bhaṇe.	1	
PA_cnd_22:2.1	Pārāyanamanugāyissanti gītamanugāyissaṁ kathitamanukathayissaṁ bhaṇitamanubhaṇissaṁ lapitamanulapissaṁ bhāsitamanubhāsissanti—	2	
PA_cnd_22:2.2	pārāyanamanugāyissaṁ.	2	
PA_cnd_22:2.3	Iccāyasmā piṅgiyoti.	2	
PA_cnd_22:2.4	Iccāti padasandhi …pe… padānupubbatāpetaṁ—	2	
PA_cnd_22:2.5	iccāti.	2	
PA_cnd_22:2.6	Āyasmāti piyavacanaṁ garuvacanaṁ sagāravasappatissādhivacanametaṁ—	2	
PA_cnd_22:2.7	āyasmāti.	2	
PA_cnd_22:2.8	Piṅgiyoti tassa therassa nāmaṁ saṅkhā samaññā paññatti vohāro nāmaṁ nāmakammaṁ nāmadheyyaṁ nirutti byañjanaṁ abhilāpoti—	2	
PA_cnd_22:2.9	iccāyasmā piṅgiyo.	2	
PA_cnd_22:3.1	Yathāddakkhi tathākkhāsīti yathā addakkhi tathā akkhāsi ācikkhi desesi paññapesi paṭṭhapesi vivari vibhaji uttānīakāsi pakāsesi.	3	
PA_cnd_22:3.2	“Sabbe saṅkhārā aniccā”ti yathā addakkhi tathā akkhāsi ācikkhi desesi paññapesi paṭṭhapesi vivari vibhaji uttānīakāsi pakāsesi.	3	
PA_cnd_22:3.3	“Sabbe saṅkhārā dukkhā”ti …pe…	3	
PA_cnd_22:3.4	“sabbe dhammā anattā”ti …	3	
PA_cnd_22:3.5	“yaṁ kiñci samudayadhammaṁ sabbaṁ taṁ nirodhadhamman”ti yathā addakkhi tathā akkhāsi ācikkhi desesi paññapesi paṭṭhapesi vivari vibhaji uttānīakāsi pakāsesīti—	3	
PA_cnd_22:3.6	yathāddakkhi tathākkhāsi.	3	
PA_cnd_22:4.1	Vimalo bhūrimedhasoti.	4	
PA_cnd_22:4.2	Vimaloti rāgo malaṁ, doso malaṁ, moho malaṁ, kodho …	4	
PA_cnd_22:4.3	upanāho …pe… sabbākusalābhisaṅkhārā malā.	4	
PA_cnd_22:4.4	Te malā buddhassa bhagavato pahīnā ucchinnamūlā tālāvatthukatā anabhāvaṅkatā āyatiṁ anuppādadhammā.	4	
PA_cnd_22:4.5	Amalo buddho vimalo nimmalo malāpagato malavippahīno malavimutto sabbamalavītivatto.	4	
PA_cnd_22:4.6	Bhūri vuccati pathavī.	4	
PA_cnd_22:4.7	Bhagavā tāya pathavisamāya paññāya vipulāya vitthatāya samannāgato.	4	
PA_cnd_22:4.8	Medhā vuccati paññā.	4	
PA_cnd_22:4.9	Yā paññā pajānanā …pe… amoho dhammavicayo sammādiṭṭhi.	4	
PA_cnd_22:4.10	Bhagavā imāya medhāya paññāya upeto samupeto upāgato samupāgato upapanno samupapanno samannāgato, tasmā buddho sumedhasoti—	4	
PA_cnd_22:4.11	vimalo bhūrimedhaso.	4	
PA_cnd_22:5.1	Nikkāmo nibbano nāgoti.	5	
PA_cnd_22:5.2	Kāmāti uddānato dve kāmā—	5	
PA_cnd_22:5.3	vatthukāmā ca kilesakāmā ca …pe…	5	
PA_cnd_22:5.4	ime vuccanti vatthukāmā …pe…	5	
PA_cnd_22:5.5	ime vuccanti kilesakāmā.	5	
PA_cnd_22:5.6	Buddhassa bhagavato vatthukāmā pariññātā kilesakāmā pahīnā vatthukāmānaṁ pariññātattā kilesakāmānaṁ pahīnattā.	5	
PA_cnd_22:5.7	Bhagavā na kāme kāmeti na kāme icchati na kāme pattheti na kāme piheti na kāme abhijappati.	5	
PA_cnd_22:5.8	Ye kāme kāmenti kāme icchanti kāme patthenti kāme pihenti kāme abhijappanti te kāmakāmino rāgarāgino saññasaññino.	5	
PA_cnd_22:5.9	Bhagavā na kāme kāmeti na kāme icchati na kāme pattheti na kāme piheti na kāme abhijappati.	5	
PA_cnd_22:5.10_0	Tasmā buddho akāmo nikkāmo cattakāmo vantakāmo muttakāmo pahīnakāmo paṭinissaṭṭhakāmo	5	
PA_cnd_22:5.10_1	vītarāgo vigatarāgo cattarāgo vantarāgo muttarāgo pahīnarāgo paṭinissaṭṭharāgo nicchāto	5	
PA_cnd_22:5.10_2	nibbuto sītibhūto sukhappaṭisaṁvedī brahmabhūtena attanā viharatīti—	5	
PA_cnd_22:5.11	nikkāmo.	5	
PA_cnd_22:6.1	Nibbanoti rāgo vanaṁ, doso vanaṁ, moho vanaṁ, kodho vanaṁ, upanāho vanaṁ …pe…	6	
PA_cnd_22:6.2	sabbākusalābhisaṅkhārā vanā.	6	
PA_cnd_22:6.3	Te vanā buddhassa bhagavato pahīnā ucchinnamūlā tālāvatthukatā anabhāvaṅkatā āyatiṁ anuppādadhammā.	6	
PA_cnd_22:6.4	Tasmā buddho avano vivano nibbano vanāpagato vanavippahīno vanavimutto sabbavanavītivattoti—	6	
PA_cnd_22:6.5	nibbano.	6	
PA_cnd_22:6.6	Nāgoti nāgo;	6	
PA_cnd_22:6.7	bhagavā āguṁ na karotīti nāgo, na gacchatīti nāgo, na āgacchatīti nāgo …pe… evaṁ bhagavā na āgacchatīti nāgoti—	6	
PA_cnd_22:6.8	nikkāmo nibbano nāgo.	6	
PA_cnd_22:7.1	Kissa hetu musā bhaṇeti.	7	
PA_cnd_22:7.2	Kissa hetūti kissa hetu kiṁhetu kiṅkāraṇā kiṁnidānā kiṁpaccayāti—	7	
PA_cnd_22:7.3	kissa hetu.	7	
PA_cnd_22:7.4	Musā bhaṇeti musā bhaṇeyya katheyya dīpeyya vohareyya;	7	
PA_cnd_22:7.5	musā bhaṇeti mosavajjaṁ bhaṇeyya, musāvādaṁ bhaṇeyya, anariyavādaṁ bhaṇeyya.	7	
PA_cnd_22:7.6	Idhekacco sabhaggato vā parisaggato vā ñātimajjhagato vā pūgamajjhagato vā rājakulamajjhagato vā abhinīto sakkhipuṭṭho—	7	
PA_cnd_22:7.7	“ehambho purisa, yaṁ jānāsi taṁ vadehī”ti,	7	
PA_cnd_22:7.8	so ajānaṁ vā āha—“jānāmī”ti,	7	
PA_cnd_22:7.9	jānaṁ vā āha—“na jānāmī”ti,	7	
PA_cnd_22:7.10	apassaṁ vā āha—“passāmī”ti,	7	
PA_cnd_22:7.11	passaṁ vā āha—“na passāmī”ti.	7	
PA_cnd_22:7.12	Iti attahetu vā parahetu vā āmisakiñcikkhahetu vā sampajānamusā bhāsati, idaṁ vuccati mosavajjaṁ.	7	
PA_cnd_22:8.1	Api ca tīhākārehi musāvādo hoti.	8	
PA_cnd_22:8.2	Pubbevassa hoti—	8	
PA_cnd_22:8.3	“musā bhaṇissan”ti, bhaṇantassa hoti—	8	
PA_cnd_22:8.4	“musā bhaṇāmī”ti, bhaṇitassa hoti—	8	
PA_cnd_22:8.5	“musā mayā bhaṇitan”ti—	8	
PA_cnd_22:8.6	imehi tīhākārehi musāvādo hoti.	8	
PA_cnd_22:8.7	Api ca catūhākārehi musāvādo hoti.	8	
PA_cnd_22:8.8	Pubbevassa hoti—	8	
PA_cnd_22:8.9	“musā bhaṇissan”ti, bhaṇantassa hoti—	8	
PA_cnd_22:8.10	“musā bhaṇāmī”ti, bhaṇitassa hoti—	8	
PA_cnd_22:8.11	“musā mayā bhaṇitan”ti, vinidhāya diṭṭhiṁ—	8	
PA_cnd_22:8.12	imehi catūhākārehi musāvādo hoti.	8	
PA_cnd_22:8.13	Api ca pañcahākārehi …pe…	8	
PA_cnd_22:8.14	chahākārehi …	8	
PA_cnd_22:8.15	sattahākārehi …	8	
PA_cnd_22:8.16	aṭṭhahākārehi musāvādo hoti.	8	
PA_cnd_22:8.17	Pubbevassa hoti—	8	
PA_cnd_22:8.18	“musā bhaṇissan”ti, bhaṇantassa hoti—	8	
PA_cnd_22:8.19	“musā bhaṇāmī”ti, bhaṇitassa hoti—	8	
PA_cnd_22:8.20	“musā mayā bhaṇitan”ti, vinidhāya diṭṭhiṁ, vinidhāya khantiṁ, vinidhāya ruciṁ, vinidhāya saññaṁ, vinidhāya bhāvaṁ—	8	
PA_cnd_22:8.21	imehi aṭṭhahākārehi musāvādo hoti mosavajjaṁ.	8	
PA_cnd_22:8.22	Kissa hetu musā bhaṇeyya katheyya dīpeyya vohareyyāti—	8	
PA_cnd_22:8.23	kissa hetu musā bhaṇe.	8	
PA_cnd_22:8.24	Tenāha thero piṅgiyo—	8	
PA_cnd_22:9.1	“Pārāyanamanugāyissaṁ,	9	
PA_cnd_22:9.2	(iccāyasmā piṅgiyo)	9	
PA_cnd_22:9.3	Yathāddakkhi tathākkhāsi;	9	
PA_cnd_22:9.4	Vimalo bhūrimedhaso,	9	
PA_cnd_22:9.5	Nikkāmo nibbano nāgo;	9	
PA_cnd_22:9.6	Kissa hetu musā bhaṇe”ti.	9	
PA_cnd_22:10.1	Pahīnamalamohassa,	10	
PA_cnd_22:10.2	mānamakkhappahāyino;	10	
PA_cnd_22:10.3	Handāhaṁ kittayissāmi,	10	
PA_cnd_22:10.4	giraṁ vaṇṇūpasañhitaṁ.	10	
PA_cnd_22:11.1	Pahīnamalamohassāti.	11	
PA_cnd_22:11.2	Malanti rāgo malaṁ, doso malaṁ, moho malaṁ, māno malaṁ, diṭṭhi malaṁ, kileso malaṁ, sabbaduccaritaṁ malaṁ, sabbabhavagāmikammaṁ malaṁ.	11	
PA_cnd_22:12.1	Mohoti yaṁ dukkhe aññāṇaṁ …pe… avijjālaṅgī moho akusalamūlaṁ.	12	
PA_cnd_22:12.2	Ayaṁ vuccati moho.	12	
PA_cnd_22:12.3	Malañca moho ca buddhassa bhagavato pahīnā ucchinnamūlā tālāvatthukatā anabhāvaṅkatā āyatiṁ anuppādadhammā.	12	
PA_cnd_22:12.4	Tasmā buddho pahīnamalamohoti—	12	
PA_cnd_22:12.5	pahīnamalamohassa.	12	
PA_cnd_22:13.1	Mānamakkhappahāyinoti.	13	
PA_cnd_22:13.2	Mānoti ekavidhena māno—	13	
PA_cnd_22:13.3	yā cittassa unnati.	13	
PA_cnd_22:13.4	Duvidhena māno—	13	
PA_cnd_22:13.5	attukkaṁsanamāno,	13	
PA_cnd_22:13.6	paravambhanamāno.	13	
PA_cnd_22:13.7	Tividhena māno—	13	
PA_cnd_22:13.8	seyyohamasmīti māno,	13	
PA_cnd_22:13.9	sadisohamasmīti māno,	13	
PA_cnd_22:13.10	hīnohamasmīti māno.	13	
PA_cnd_22:13.11	Catubbidhena māno—	13	
PA_cnd_22:13.12	lābhena mānaṁ janeti,	13	
PA_cnd_22:13.13	yasena mānaṁ janeti,	13	
PA_cnd_22:13.14	pasaṁsāya mānaṁ janeti,	13	
PA_cnd_22:13.15	sukhena mānaṁ janeti.	13	
PA_cnd_22:13.16	Pañcavidhena māno—	13	
PA_cnd_22:13.17	lābhimhi manāpikānaṁ rūpānanti mānaṁ janeti,	13	
PA_cnd_22:13.18	lābhimhi manāpikānaṁ saddānaṁ …pe…	13	
PA_cnd_22:13.19	gandhānaṁ …	13	
PA_cnd_22:13.20	rasānaṁ …	13	
PA_cnd_22:13.21	phoṭṭhabbānanti mānaṁ janeti.	13	
PA_cnd_22:13.22	Chabbidhena māno—	13	
PA_cnd_22:13.23	cakkhusampadāya mānaṁ janeti,	13	
PA_cnd_22:13.24	sotasampadāya …pe…	13	
PA_cnd_22:13.25	ghānasampadāya …	13	
PA_cnd_22:13.26	jivhāsampadāya …	13	
PA_cnd_22:13.27	kāyasampadāya …	13	
PA_cnd_22:13.28	manosampadāya mānaṁ janeti.	13	
PA_cnd_22:13.29	Sattavidhena māno—	13	
PA_cnd_22:13.30	māno,	13	
PA_cnd_22:13.31	atimāno,	13	
PA_cnd_22:13.32	mānātimāno,	13	
PA_cnd_22:13.33	omāno,	13	
PA_cnd_22:13.34	avamāno,	13	
PA_cnd_22:13.35	asmimāno,	13	
PA_cnd_22:13.36	micchāmāno.	13	
PA_cnd_22:13.37	Aṭṭhavidhena māno—	13	
PA_cnd_22:13.38	lābhena mānaṁ janeti,	13	
PA_cnd_22:13.39	alābhena omānaṁ janeti,	13	
PA_cnd_22:13.40	yasena mānaṁ janeti,	13	
PA_cnd_22:13.41	ayasena omānaṁ janeti,	13	
PA_cnd_22:13.42	pasaṁsāya mānaṁ janeti,	13	
PA_cnd_22:13.43	nindāya omānaṁ janeti,	13	
PA_cnd_22:13.44	sukhena mānaṁ janeti,	13	
PA_cnd_22:13.45	dukkhena omānaṁ janeti.	13	
PA_cnd_22:13.46	Navavidhena māno—	13	
PA_cnd_22:13.47	seyyassa seyyohamasmīti māno,	13	
PA_cnd_22:13.48	seyyassa sadisohamasmīti māno,	13	
PA_cnd_22:13.49	seyyassa hīnohamasmīti māno,	13	
PA_cnd_22:13.50	sadisassa seyyohamasmīti māno,	13	
PA_cnd_22:13.51	sadisassa sadisohamasmīti māno,	13	
PA_cnd_22:13.52	sadisassa hīnohamasmīti māno,	13	
PA_cnd_22:13.53	hīnassa seyyohamasmīti māno,	13	
PA_cnd_22:13.54	hīnassa sadisohamasmīti māno,	13	
PA_cnd_22:13.55	hīnassa hīnohamasmīti māno.	13	
PA_cnd_22:13.56	Dasavidhena māno—	13	
PA_cnd_22:13.57_0	idhekacco mānaṁ janeti jātiyā vā gottena vā kolaputtiyena vā vaṇṇapokkharatāya vā	13	
PA_cnd_22:13.57_1	dhanena vā ajjhenena vā kammāyatanena vā sippāyatanena vā vijjāṭṭhānena vā sutena	13	
PA_cnd_22:13.57_2	vā paṭibhānena vā aññataraññatarena vā vatthunā.	13	
PA_cnd_22:13.58	Yo evarūpo māno maññanā maññitattaṁ unnati unnamo dhajo sampaggāho ketukamyatā cittassa—	13	
PA_cnd_22:13.59	ayaṁ vuccati māno.	13	
PA_cnd_22:14.1	Makkhoti yo makkho makkhāyanā makkhāyitattaṁ niṭṭhuriyaṁ niṭṭhuriyakammaṁ—	14	
PA_cnd_22:14.2	ayaṁ vuccati makkho.	14	
PA_cnd_22:14.3	Buddhassa bhagavato māno ca makkho ca pahīnā ucchinnamūlā tālāvatthukatā anabhāvaṅkatā āyatiṁ anuppādadhammā.	14	
PA_cnd_22:14.4	Tasmā buddho mānamakkhappahāyīti—	14	
PA_cnd_22:14.5	mānamakkhappahāyino.	14	
PA_cnd_22:15.1	Handāhaṁ kittayissāmi giraṁ vaṇṇūpasañhitanti.	15	
PA_cnd_22:15.2	Handāhanti padasandhi padasaṁsaggo padapāripūrī akkharasamavāyo byañjanasiliṭṭhatā padānupubbatāpetaṁ—	15	
PA_cnd_22:15.3	handāhanti.	15	
PA_cnd_22:15.4_0	Kittayissāmi giraṁ vaṇṇūpasañhitanti vaṇṇena upetaṁ samupetaṁ upāgataṁ samupāgataṁ	15	
PA_cnd_22:15.4_1	upapannaṁ samupapannaṁ samannāgataṁ vācaṁ giraṁ byappathaṁ udīraṇaṁ kittayissāmi	15	
PA_cnd_22:15.4_2	desessāmi paññapessāmi paṭṭhapessāmi vivarissāmi vibhajissāmi uttānīkarissāmi pakāsessāmīti—	15	
PA_cnd_22:15.5	handāhaṁ kittayissāmi giraṁ vaṇṇūpasañhitaṁ.	15	
PA_cnd_22:15.6	Tenāha thero piṅgiyo—	15	
PA_cnd_22:16.1	“Pahīnamalamohassa,	16	
PA_cnd_22:16.2	mānamakkhappahāyino;	16	
PA_cnd_22:16.3	Handāhaṁ kittayissāmi,	16	
PA_cnd_22:16.4	giraṁ vaṇṇūpasañhitan”ti.	16	
PA_cnd_22:17.1	Tamonudo buddho samantacakkhu,	17	
PA_cnd_22:17.2	Lokantagū sabbabhavātivatto;	17	
PA_cnd_22:17.3	Anāsavo sabbadukkhappahīno,	17	
PA_cnd_22:17.4	Saccavhayo brahme upāsito me.	17	
PA_cnd_22:18.1	Tamonudo buddho samantacakkhūti.	18	
PA_cnd_22:18.2_0	Tamonudoti rāgatamaṁ dosatamaṁ mohatamaṁ mānatamaṁ diṭṭhitamaṁ kilesatamaṁ duccaritatamaṁ	18	
PA_cnd_22:18.2_1	andhakaraṇaṁ aññāṇakaraṇaṁ paññānirodhikaṁ vighātapakkhikaṁ anibbānasaṁvattanikaṁ	18	
PA_cnd_22:18.2_2	nudi panudi pajahi vinodesi byantīakāsi anabhāvaṁ gamesi.	18	
PA_cnd_22:18.3	Buddhoti yo so bhagavā …pe… sacchikā paññatti;	18	
PA_cnd_22:18.4	yadidaṁ buddhoti.	18	
PA_cnd_22:18.5	Samantacakkhu vuccati sabbaññutañāṇaṁ …pe…	18	
PA_cnd_22:18.6	tathāgato tena samantacakkhūti—	18	
