segmentnr	original	folio	analyzed
PA_ne_36:0.1	Netti	0	
PA_ne_36:0.2	5. Nayasamuṭṭhāna	0	
PA_ne_36:1.1	Tattha katamaṁ nayasamuṭṭhānaṁ?	1	
PA_ne_36:1.2	Pubbā koṭi na paññāyati avijjāya ca bhavataṇhāya ca, tattha avijjānīvaraṇaṁ taṇhāsaṁyojanaṁ.	1	
PA_ne_36:1.3	Avijjānīvaraṇā sattā avijjāsaṁyuttā avijjāpakkhena vicaranti, te vuccanti diṭṭhicaritāti.	1	
PA_ne_36:1.4	Taṇhāsaṁyojanā sattā taṇhāsaṁyuttā taṇhāpakkhena vicaranti, te vuccanti taṇhācaritāti.	1	
PA_ne_36:1.5	Diṭṭhicaritā ito bahiddhā pabbajitā attakilamathānuyogamanuyuttā viharanti.	1	
PA_ne_36:1.6	Taṇhācaritā ito bahiddhā pabbajitā kāmesu kāmasukhallikānuyogamanuyuttā viharanti.	1	
PA_ne_36:2.1	Tattha kiṅkāraṇaṁ yaṁ diṭṭhicaritā ito bahiddhā pabbajitā attakilamathānuyogamanuyuttā viharanti, taṇhācaritā ito bahiddhā pabbajitā kāmesu kāmasukhallikānuyogamanuyuttā viharanti?	2	
PA_ne_36:2.2	Ito bahiddhā natthi saccavavatthānaṁ, kuto catusaccappakāsanā vā samathavipassanākosallaṁ vā upasamasukhappatti vā.	2	
PA_ne_36:2.3	Te upasamasukhassa anabhiññā viparītacetā evamāhaṁsu “natthi sukhena sukhaṁ, dukkhena nāma sukhaṁ adhigantabban”ti.	2	
PA_ne_36:2.4_0	Yo kāme paṭisevati, so lokaṁ vaḍḍhayati, yo lokaṁ vaḍḍhayati, so bahuṁ puññaṁ pasavatīti	2	
PA_ne_36:2.4_1	te evaṁsaññī evaṁdiṭṭhī dukkhena sukhaṁ patthayamānā kāmesu puññasaññī attakilamathānuyogamanuyuttā	2	
PA_ne_36:2.4_2	ca viharanti kāmasukhallikānuyogamanuyuttā ca, te tadabhiññā santā rogameva vaḍḍhayanti,	2	
PA_ne_36:2.4_3	gaṇḍameva vaḍḍhayanti, sallameva vaḍḍhayanti, te rogābhitunnā gaṇḍapaṭipīḷitā sallānuviddhā	2	
PA_ne_36:2.4_4	nirayatiracchānayonipetāsuresu ummujjanimujjāni karontā ugghātanigghātaṁ paccanubhontā	2	
PA_ne_36:2.4_5	rogagaṇḍasallabhesajjaṁ na vindanti.	2	
PA_ne_36:2.5	Tattha attakilamathānuyogo kāmasukhallikānuyogo ca saṅkileso, samathavipassanā vodānaṁ.	2	
PA_ne_36:2.6	Attakilamathānuyogo kāmasukhallikānuyogo ca rogo, samathavipassanā roganigghātakabhesajjaṁ.	2	
PA_ne_36:2.7	Attakilamathānuyogo kāmasukhallikānuyogo ca gaṇḍo, samathavipassanā gaṇḍanigghātakabhesajjaṁ.	2	
PA_ne_36:2.8	Attakilamathānuyogo kāmasukhallikānuyogo ca sallo, samathavipassanā salluddharaṇabhesajjaṁ.	2	
PA_ne_36:3.1	Tattha saṅkileso dukkhaṁ, tadabhisaṅgo taṇhā samudayo, taṇhānirodho dukkhanirodho, samathavipassanā dukkhanirodhagāminī paṭipadā, imāni cattāri saccāni.	3	
PA_ne_36:3.2	Dukkhaṁ pariññeyyaṁ, samudayo pahātabbo, maggo bhāvetabbo, nirodho sacchikātabbo.	3	
PA_ne_36:4.1	Tattha diṭṭhicaritā rūpaṁ attato upagacchanti.	4	
PA_ne_36:4.2	Vedanaṁ …pe…	4	
PA_ne_36:4.3	saññaṁ …	4	
PA_ne_36:4.4	saṅkhāre …	4	
PA_ne_36:4.5	viññāṇaṁ attato upagacchanti.	4	
PA_ne_36:4.6	Taṇhācaritā rūpavantaṁ attānaṁ upagacchanti.	4	
PA_ne_36:4.7	Attani vā rūpaṁ, rūpasmiṁ vā attānaṁ,	4	
PA_ne_36:4.8	vedanāvantaṁ …pe…	4	
PA_ne_36:4.9	saññāvantaṁ …	4	
PA_ne_36:4.10	saṅkhāravantaṁ …	4	
PA_ne_36:4.11	viññāṇavantaṁ attānaṁ upagacchanti, attani vā viññāṇaṁ, viññāṇasmiṁ vā attānaṁ, ayaṁ vuccati vīsativatthukā sakkāyadiṭṭhi.	4	
PA_ne_36:5.1	Tassā paṭipakkho lokuttarā sammādiṭṭhi, anvāyikā sammāsaṅkappo sammāvācā sammākammanto sammāājīvo sammāvāyāmo sammāsati sammāsamādhi, ayaṁ ariyo aṭṭhaṅgiko maggo.	5	
PA_ne_36:5.2	Te tayo khandhā sīlakkhandho samādhikkhandho paññākkhandho.	5	
PA_ne_36:5.3	Sīlakkhandho samādhikkhandho ca samatho, paññākkhandho vipassanā.	5	
PA_ne_36:5.4	Tattha sakkāyo dukkhaṁ, sakkāyasamudayo dukkhasamudayo, sakkāyanirodho dukkhanirodho, ariyo aṭṭhaṅgiko maggo dukkhanirodhagāminī paṭipadā, imāni cattāri saccāni.	5	
PA_ne_36:5.5	Dukkhaṁ pariññeyyaṁ, samudayo pahātabbo, maggo bhāvetabbo, nirodho sacchikātabbo.	5	
PA_ne_36:6.1	Tattha ye rūpaṁ attato upagacchanti.	6	
PA_ne_36:6.2	Vedanaṁ …pe…	6	
PA_ne_36:6.3	saññaṁ …	6	
PA_ne_36:6.4	saṅkhāre …	6	
PA_ne_36:6.5	viññāṇaṁ attato upagacchanti.	6	
PA_ne_36:6.6	Ime vuccanti “ucchedavādino”ti.	6	
PA_ne_36:6.7	Ye rūpavantaṁ attānaṁ upagacchanti.	6	
PA_ne_36:6.8	Attani vā rūpaṁ, rūpasmiṁ vā attānaṁ.	6	
PA_ne_36:6.9	Ye vedanāvantaṁ …pe…	6	
PA_ne_36:6.10	ye saññāvantaṁ …	6	
PA_ne_36:6.11	ye saṅkhāravantaṁ …	6	
PA_ne_36:6.12	ye viññāṇavantaṁ attānaṁ upagacchanti, attani vā viññāṇaṁ, viññāṇasmiṁ vā attānaṁ.	6	
PA_ne_36:6.13	Ime vuccanti “sassatavādino”ti, tattha ucchedasassatavādā ubho antā, ayaṁ saṁsārapavatti.	6	
PA_ne_36:6.14	Tassa paṭipakkho majjhimā paṭipadā ariyo aṭṭhaṅgiko maggo, ayaṁ saṁsāranivatti.	6	
PA_ne_36:6.15	Tattha pavatti dukkhaṁ, tadabhisaṅgo taṇhā samudayo, taṇhānirodho dukkhanirodho, ariyo aṭṭhaṅgiko maggo dukkhanirodhagāminī paṭipadā, imāni cattāri saccāni.	6	
PA_ne_36:6.16	Dukkhaṁ pariññeyyaṁ, samudayo pahātabbo, maggo bhāvetabbo, nirodho sacchikātabbo.	6	
PA_ne_36:7.1_0	Tattha ucchedasassataṁ samāsato vīsativatthukā sakkāyadiṭṭhi, vitthārato dvāsaṭṭhi	7	
PA_ne_36:7.1_1	diṭṭhigatāni, tesaṁ paṭipakkho tecattālīsaṁ bodhipakkhiyā dhammā aṭṭha vimokkhā dasa kasiṇāyatanāni.	7	
PA_ne_36:7.2	Dvāsaṭṭhi diṭṭhigatāni mohajālaṁ anādianidhanappavattaṁ.	7	
PA_ne_36:7.3	Tecattālīsaṁ bodhipakkhiyā dhammā ñāṇavajiraṁ mohajālappadālanaṁ.	7	
PA_ne_36:7.4	Tattha moho avijjā, jālaṁ bhavataṇhā, tena vuccati “pubbā koṭi na paññāyati avijjāya ca bhavataṇhāya cā”ti.	7	
PA_ne_36:8.1	Tattha diṭṭhicarito asmiṁ sāsane pabbajito sallekhānusantatavutti bhavati sallekhe tibbagāravo.	8	
PA_ne_36:8.2	Taṇhācarito asmiṁ sāsane pabbajito sikkhānusantatavutti bhavati sikkhāya tibbagāravo.	8	
PA_ne_36:8.3	Diṭṭhicarito sammattaniyāmaṁ okkamanto dhammānusārī bhavati.	8	
PA_ne_36:8.4	Taṇhācarito sammattaniyāmaṁ okkamanto saddhānusārī bhavati, diṭṭhicarito sukhāya paṭipadāya dandhābhiññāya khippābhiññāya ca niyyāti.	8	
PA_ne_36:8.5	Taṇhācarito dukkhāya paṭipadāya dandhābhiññāya khippābhiññāya ca niyyāti.	8	
PA_ne_36:9.1_0	Tattha kiṅkāraṇaṁ, yaṁ taṇhācarito dukkhāya paṭipadāya dandhābhiññāya khippābhiññāya	9	
PA_ne_36:9.1_1	ca niyyāti, tassa hi kāmā apariccattā bhavanti, so kāmehi viveciyamāno dukkhena paṭinissarati	9	
PA_ne_36:9.1_2	dandhañca dhammaṁ ājānāti?	9	
PA_ne_36:9.2	Yo panāyaṁ diṭṭhicarito ayaṁ āditoyeva kāmehi anatthiko bhavati.	9	
PA_ne_36:9.3	So tato viveciyamāno khippañca paṭinissarati, khippañca dhammaṁ ājānāti.	9	
PA_ne_36:9.4	Dukkhāpi paṭipadā duvidhā dandhābhiññā ca khippābhiññā ca.	9	
PA_ne_36:9.5	Sukhāpi paṭipadā duvidhā dandhābhiññā ca khippābhiññā ca.	9	
PA_ne_36:9.6	Sattāpi duvidhā mudindriyāpi tikkhindriyāpi.	9	
PA_ne_36:9.7	Ye mudindriyā, te dandhañca paṭinissaranti dandhañca dhammaṁ ājānanti.	9	
PA_ne_36:9.8	Ye tikkhindriyā, te khippañca paṭinissaranti, khippañca dhammaṁ ājānanti, imā catasso paṭipadā.	9	
PA_ne_36:9.9	Ye hi keci niyyiṁsu vā niyyanti vā niyyissanti vā, te imāhi eva catūhi paṭipadāhi.	9	
PA_ne_36:9.10	Evaṁ ariyā catukkamaggaṁ paññāpenti abudhajanasevitāya bālakantāya rattavāsiniyā nandiyā bhavataṇhāya avaṭṭanatthaṁ.	9	
PA_ne_36:9.11	Ayaṁ vuccati nandiyāvaṭṭassa nayassa bhūmīti, tenāha “taṇhañca avijjampi ca samathenā”ti.	9	
PA_ne_36:10.1	Veyyākaraṇesu hi ye kusalākusalāti te duvidhā upaparikkhitabbā—	10	
PA_ne_36:10.2	lokavaṭṭānusārī ca lokavivaṭṭānusārī ca.	10	
PA_ne_36:10.3	Vaṭṭaṁ nāma saṁsāro.	10	
PA_ne_36:10.4	Vivaṭṭaṁ nibbānaṁ.	10	
PA_ne_36:10.5	Kammakilesā hetu saṁsārassa.	10	
PA_ne_36:10.6	Tattha kammaṁ cetanā cetasikañca niddisitabbaṁ.	10	
PA_ne_36:10.7	Taṁ kathaṁ daṭṭhabbaṁ?	10	
PA_ne_36:10.8	Upacayena sabbepi kilesā catūhi vipallāsehi niddisitabbā.	10	
PA_ne_36:10.9	Te kattha daṭṭhabbā?	10	
PA_ne_36:10.10	Dasa vatthuke kilesapuñje.	10	
