segmentnr	original	folio	analyzed
PA_mil_4.6:0.1	Milindapañha	0	
PA_mil_4.6:0.2	Meṇḍakapañhārambhakathā	0	
PA_mil_4.6:0.3	Upāsakaguṇavagga	0	
PA_mil_4.6:0.4	6. Upāsakaguṇa	0	
PA_mil_4.6:1.1	Thero “sādhū”ti sampaṭicchitvā dasa upāsakassa upāsakaguṇe paridīpesi.	1	
PA_mil_4.6:1.2	“Dasa ime, mahārāja, upāsakassa upāsakaguṇā.	1	
PA_mil_4.6:1.3	Katame dasa, idha, mahārāja, upāsako saṅghena samānasukhadukkho hoti, dhammādhipateyyo hoti, yathābalaṁ saṁvibhāgarato hoti, jinasāsanaparihāniṁ disvā abhivaḍḍhiyā vāyamati.	1	
PA_mil_4.6:1.4_0	Sammādiṭṭhiko hoti, apagatakotūhalamaṅgaliko jīvitahetupi na aññaṁ satthāraṁ uddisati,	1	
PA_mil_4.6:1.4_1	kāyikavācasikañcassa rakkhitaṁ hoti, samaggārāmo hoti samaggarato, anusūyako hoti,	1	
PA_mil_4.6:1.4_2	na ca kuhanavasena sāsane carati, buddhaṁ saraṇaṁ gato hoti, dhammaṁ saraṇaṁ gato	1	
PA_mil_4.6:1.4_3	hoti, saṅghaṁ saraṇaṁ gato hoti.	1	
PA_mil_4.6:1.5_0	Ime kho, mahārāja, dasa upāsakassa upāsakaguṇā, te sabbe guṇā tayi saṁvijjanti, taṁ	1	
PA_mil_4.6:1.5_1	te yuttaṁ pattaṁ anucchavikaṁ patirūpaṁ yaṁ tvaṁ jinasāsanaparihāniṁ disvā abhivaḍḍhiṁ	1	
PA_mil_4.6:1.5_2	icchasi, karomi te okāsaṁ, puccha maṁ tvaṁ yathāsukhan”ti.	1	
PA_mil_4.6:2.1	Meṇḍakapañhārambhakathā niṭṭhitā.	2	
