segmentnr	original	analyzed
PA_pli-tv-bu-vb_as1-7:1.0.1	Theravāda Vinaya	▁ther a vād a ▁vinay a
PA_pli-tv-bu-vb_as1-7:1.0.2	Mahāvibhaṅga	▁mahā vibhaṃg a
PA_pli-tv-bu-vb_as1-7:1.0.3	Adhikaraṇasamatha	▁adhikaraṇ asam atha
PA_pli-tv-bu-vb_as1-7:1.1.1	Ime kho panāyasmanto satta adhikaraṇasamathā dhammā uddesaṁ āgacchanti.	▁ime ▁kho ▁panā ya s mant o ▁satta ▁adhikaraṇ asam a thā ▁dhammā ▁uddes aṃ ▁āgacchant i
PA_pli-tv-bu-vb_as1-7:1.2.1	Uppannuppannānaṁ adhikaraṇānaṁ samathāya vūpasamāya	▁uppann u ppann ānaṃ ▁adhikaraṇ ānaṃ ▁samath āya ▁vūpasam āya
PA_pli-tv-bu-vb_as1-7:1.2.2	sammukhāvinayo dātabbo,	▁sammukhā vinay o ▁dātabb o
PA_pli-tv-bu-vb_as1-7:2.1.1	sativinayo dātabbo,	▁sati vinay o ▁dātabb o
PA_pli-tv-bu-vb_as1-7:3.1.1	amūḷhavinayo dātabbo,	▁a mūḷh avinay o ▁dātabb o
PA_pli-tv-bu-vb_as1-7:4.1.1	paṭiññāya kāretabbaṁ,	▁paṭiññā ya ▁ kār etabbaṃ
PA_pli-tv-bu-vb_as1-7:5.1.1	yebhuyyasikā,	▁yebhuyy as ikā
PA_pli-tv-bu-vb_as1-7:6.1.1	tassapāpiyasikā,	▁tassa pāp iy as ikā
PA_pli-tv-bu-vb_as1-7:7.1.1	tiṇavatthārakoti.	▁tiṇ avatth ā ra k oti
PA_pli-tv-bu-vb_as1-7:7.2.1	Uddiṭṭhā kho, āyasmanto, satta adhikaraṇasamathā dhammā.	▁ud diṭṭh ā ▁kho ▁āyasmant o ▁satta ▁adhikaraṇ asam a thā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.2.2	Tatthāyasmante pucchāmi—	▁tatth āya s mant e ▁pucch āmi
PA_pli-tv-bu-vb_as1-7:7.2.3	“kaccittha parisuddhā”?	▁kacci ttha ▁parisuddh ā
PA_pli-tv-bu-vb_as1-7:7.2.4	Dutiyampi pucchāmi—	▁dutiy ampi ▁pucch āmi
PA_pli-tv-bu-vb_as1-7:7.2.5	“kaccittha parisuddhā”?	▁kacci ttha ▁parisuddh ā
PA_pli-tv-bu-vb_as1-7:7.2.6	Tatiyampi pucchāmi—	▁tatiy ampi ▁pucch āmi
PA_pli-tv-bu-vb_as1-7:7.2.7	“kaccittha parisuddhā”?	▁kacci ttha ▁parisuddh ā
PA_pli-tv-bu-vb_as1-7:7.2.8	Parisuddhetthāyasmanto, tasmā tuṇhī, evametaṁ dhārayāmīti.	▁parisuddh e tth āya s mant o ▁tasmā ▁tuṇhī ▁evamet aṃ ▁ dhāray āmīti
PA_pli-tv-bu-vb_as1-7:7.3.1	Adhikaraṇasamathā niṭṭhitā.	▁adhikaraṇ asam a thā ▁niṭṭhitā
PA_pli-tv-bu-vb_as1-7:7.4.1	Uddiṭṭhaṁ kho, āyasmanto, nidānaṁ;	▁ud diṭṭh aṃ ▁kho ▁āyasmant o ▁ni dānaṃ
PA_pli-tv-bu-vb_as1-7:7.4.2	uddiṭṭhā cattāro pārājikā dhammā;	▁ud diṭṭh ā ▁cattāro ▁pārājik ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.3	uddiṭṭhā terasa saṅghādisesā dhammā;	▁ud diṭṭh ā ▁terasa ▁saṃghādises ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.4	uddiṭṭhā dve aniyatā dhammā;	▁ud diṭṭh ā ▁dve ▁a niyat ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.5	uddiṭṭhā tiṁsa nissaggiyā pācittiyā dhammā;	▁ud diṭṭh ā ▁tiṃsa ▁nissaggiy ā ▁pācittiy ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.6	uddiṭṭhā dvenavuti pācittiyā dhammā;	▁ud diṭṭh ā ▁dve navuti ▁pācittiy ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.7	uddiṭṭhā cattāro pāṭidesanīyā dhammā;	▁ud diṭṭh ā ▁cattāro ▁pāṭi des anīy ā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.8	uddiṭṭhā sekhiyā dhammā;	▁ud diṭṭh ā ▁sekh iyā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.9	uddiṭṭhā satta adhikaraṇasamathā dhammā.	▁ud diṭṭh ā ▁satta ▁adhikaraṇ asam a thā ▁dhammā
PA_pli-tv-bu-vb_as1-7:7.4.10	Ettakaṁ tassa bhagavato suttāgataṁ suttapariyāpannaṁ anvaddhamāsaṁ uddesaṁ āgacchati.	▁ettak aṃ ▁tassa ▁bhagavato ▁sutt ā gat aṃ ▁sutt apariyāpann aṃ ▁an va ddh amā saṃ ▁uddes aṃ ▁āgaccha ti
PA_pli-tv-bu-vb_as1-7:7.4.11	Tattha sabbeheva samaggehi sammodamānehi avivadamānehi sikkhitabbanti.	▁tattha ▁sabbe heva ▁samagg ehi ▁sam mod amān ehi ▁avi va d amān ehi ▁sikkh itabbanti
PA_pli-tv-bu-vb_as1-7:7.5.1	Mahāvibhaṅgo niṭṭhito.	▁mahā vibhaṃg o ▁niṭṭhito
