segmentnr	original	folio	analyzed
PA_mn_135:0.1	Majjhima Nikāya 135	0	
PA_mn_135:0.2	Cūḷakammavibhaṅgasutta	0	
PA_mn_135:1.1	Evaṁ me sutaṁ—	1	
PA_mn_135:1.2	ekaṁ samayaṁ bhagavā sāvatthiyaṁ viharati jetavane, anāthapiṇḍikassa ārāme.	1	
PA_mn_135:2.1	Atha kho subho māṇavo todeyyaputto yena bhagavā tenupasaṅkami; upasaṅkamitvā bhagavatā saddhiṁ sammodi.	2	
PA_mn_135:2.2	Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho subho māṇavo todeyyaputto bhagavantaṁ etadavoca:	2	
PA_mn_135:3.1	“Ko nu kho, bho gotama, hetu ko paccayo yena manussānaṁyeva sataṁ manussabhūtānaṁ dissanti hīnappaṇītatā?	3	
PA_mn_135:3.2	Dissanti hi, bho gotama, manussā appāyukā, dissanti dīghāyukā;	3	
PA_mn_135:3.3	dissanti bavhābādhā, dissanti appābādhā;	3	
PA_mn_135:3.4	dissanti dubbaṇṇā, dissanti vaṇṇavanto;	3	
PA_mn_135:3.5	dissanti appesakkhā, dissanti mahesakkhā;	3	
PA_mn_135:3.6	dissanti appabhogā, dissanti mahābhogā;	3	
PA_mn_135:3.7	dissanti nīcakulīnā, dissanti uccākulīnā;	3	
PA_mn_135:3.8	dissanti duppaññā, dissanti paññavanto.	3	
PA_mn_135:3.9	Ko nu kho, bho gotama, hetu ko paccayo yena manussānaṁyeva sataṁ manussabhūtānaṁ dissanti hīnappaṇītatā”ti?	3	
PA_mn_135:4.1	“Kammassakā, māṇava, sattā kammadāyādā kammayonī kammabandhū kammappaṭisaraṇā.	4	
PA_mn_135:4.2	Kammaṁ satte vibhajati yadidaṁ—	4	
PA_mn_135:4.3	hīnappaṇītatāyā”ti.	4	
PA_mn_135:4.4	“Na kho ahaṁ imassa bhoto gotamassa saṅkhittena bhāsitassa vitthārena atthaṁ avibhattassa vitthārena atthaṁ ājānāmi.	4	
PA_mn_135:4.5	Sādhu me bhavaṁ gotamo tathā dhammaṁ desetu yathā ahaṁ imassa bhoto gotamassa saṅkhittena bhāsitassa vitthārena atthaṁ avibhattassa vitthārena atthaṁ ājāneyyan”ti.	4	
PA_mn_135:4.6	“Tena hi, māṇava, suṇāhi, sādhukaṁ manasi karohi; bhāsissāmī”ti.	4	
PA_mn_135:4.7	“Evaṁ, bho”ti kho subho māṇavo todeyyaputto bhagavato paccassosi.	4	
PA_mn_135:4.8	Bhagavā etadavoca:	4	
PA_mn_135:5.1	“Idha, māṇava, ekacco itthī vā puriso vā pāṇātipātī hoti luddo lohitapāṇi hatapahate niviṭṭho adayāpanno pāṇabhūtesu.	5	
PA_mn_135:5.2	So tena kammena evaṁ samattena evaṁ samādinnena kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati.	5	
PA_mn_135:5.3	No ce kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati, sace manussattaṁ āgacchati yattha yattha paccājāyati appāyuko hoti.	5	
PA_mn_135:5.4	Appāyukasaṁvattanikā esā, māṇava, paṭipadā yadidaṁ—	5	
PA_mn_135:5.5	pāṇātipātī hoti luddo lohitapāṇi hatapahate niviṭṭho adayāpanno pāṇabhūtesu.	5	
PA_mn_135:6.1	Idha pana, māṇava, ekacco itthī vā puriso vā pāṇātipātaṁ pahāya pāṇātipātā paṭivirato hoti nihitadaṇḍo nihitasattho, lajjī dayāpanno sabbapāṇabhūtahitānukampī viharati.	6	
PA_mn_135:6.2	So tena kammena evaṁ samattena evaṁ samādinnena kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati.	6	
PA_mn_135:6.3	No ce kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati, sace manussattaṁ āgacchati yattha yattha paccājāyati dīghāyuko hoti.	6	
