segmentnr	original	folio	analyzed
PA_ps_1.3:0.1	Paṭisambhidāmagga	0	
PA_ps_1.3:0.2	1 Mahāvagga	0	
PA_ps_1.3:0.3	1.3. Ānāpānassatikathā	0	
PA_ps_1.3:1.0	1.3.1 Gaṇanavāra	1	
PA_ps_1.3:1.1	Soḷasavatthukaṁ ānāpānassatisamādhiṁ bhāvayato samadhikāni dve ñāṇasatāni uppajjanti—	1	
PA_ps_1.3:1.2_0	aṭṭha paripanthe ñāṇāni, aṭṭha ca upakāre ñāṇāni, aṭṭhārasa upakkilese ñāṇāni, terasa	1	
PA_ps_1.3:1.2_1	vodāne ñāṇāni, bāttiṁsa satokārissa ñāṇāni, catuvīsati samādhivasena ñāṇāni, dvesattati	1	
PA_ps_1.3:1.2_2	vipassanāvasena ñāṇāni, aṭṭha nibbidāñāṇāni, aṭṭha nibbidānulomañāṇāni, aṭṭha nibbidāpaṭippassaddhiñāṇāni,	1	
PA_ps_1.3:1.2_3	ekavīsati vimuttisukhe ñāṇāni.	1	
PA_ps_1.3:2.1	Katamāni aṭṭha paripanthe ñāṇāni, aṭṭha ca upakāre ñāṇāni?	2	
PA_ps_1.3:2.2	Kāmacchando samādhissa paripantho, nekkhammaṁ samādhissa upakāraṁ.	2	
PA_ps_1.3:2.3	Byāpādo samādhissa paripantho, abyāpādo samādhissa upakāraṁ.	2	
PA_ps_1.3:2.4	Thinamiddhaṁ samādhissa paripantho, ālokasaññā samādhissa upakāraṁ.	2	
PA_ps_1.3:2.5	Uddhaccaṁ samādhissa paripantho, avikkhepo samādhissa upakāraṁ.	2	
PA_ps_1.3:2.6	Vicikicchā samādhissa paripantho, dhammavavatthānaṁ samādhissa upakāraṁ.	2	
PA_ps_1.3:2.7	Avijjā samādhissa paripantho, ñāṇaṁ samādhissa upakāraṁ.	2	
PA_ps_1.3:2.8	Arati samādhissa paripantho, pāmojjaṁ samādhissa upakāraṁ.	2	
PA_ps_1.3:2.9	Sabbepi akusalā dhammā samādhissa paripanthā, sabbepi kusalā dhammā samādhissa upakārā.	2	
